,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,name
10798,20,Johnnie Taylor,spotify:track:0NVTpy5COXhzMqgp1Z6P1i,spotify:artist:4OGuNAnRFWZOgOA2d51taz,Soul Heaven,spotify:album:1r7zLxTJysF0PJaxGE9juu,292626,Gotta Get the Groove Back,Blues
10799,21,Johnnie Taylor,spotify:track:7Fv6sa45rC3qDHz4sBqgVy,spotify:artist:4OGuNAnRFWZOgOA2d51taz,We're Getting Careless With Our Love,spotify:album:3x5GGfpGdo20wuA3FpmZLC,242500,Taylored In Silk,Blues
10800,22,Johnnie Taylor,spotify:track:0sygO45O9Gq8HGJ5ED1UDz,spotify:artist:4OGuNAnRFWZOgOA2d51taz,When She Stops Askin',spotify:album:10YZuGAuR6IZbYGMspDZJ6,263266,Wall to Wall,Blues
10801,23,Johnnie Taylor,spotify:track:1Mmk14hs9YUv6gGHMejagP,spotify:artist:4OGuNAnRFWZOgOA2d51taz,Running Out Of Lies,spotify:album:3MVCYHmXMJ2ViJTMrVNltK,292066,Rated X-Traordinaire: The Best of Johnnie Taylor,Blues
10802,24,Johnnie Taylor,spotify:track:0hk30xPCTJYupbonCBBNEI,spotify:artist:4OGuNAnRFWZOgOA2d51taz,Take Me to the Mardi Gras,spotify:album:3wpC8n3VZx2Js48z5FOwCX,255440,There's No Good In Goodbye,Blues
10803,25,Johnnie Taylor,spotify:track:14Z5og4u6feoS6QF9IEYVV,spotify:artist:4OGuNAnRFWZOgOA2d51taz,Try Me Tonight,spotify:album:1UJjQd9hhK7MV3eBCTUVsl,200226,Super Taylor,Blues
10804,26,The Ebonys,spotify:track:1PRyPD26m9oOWr9bzgICCS,spotify:artist:5lIu3yk3Vz3a2dVSoBHJDt,It's Forever,spotify:album:7g5XludZG0ZYvxb78gJYso,437706,The Ebonys,Blues
10805,27,Lenny Williams,spotify:track:7CWGU2REDhNx2kGtkbVMx1,spotify:artist:5VcrwzYyoX3WUTbkaqcIvN,Can't Nobody Do Me Like You,spotify:album:0zqqxWTVZfAqMa2SIg432b,307600,It Must Be Love,Blues
10806,28,Tucka: King Of Swing,spotify:track:687BYiiLqFXMwQdLrOxq9r,spotify:artist:7rlDmoMN8ScXmDbTXQP6Sb,Book of Love,spotify:album:4C44nqR2ndlVcxMEaFrg3d,336118,Love Rehab 2,Blues
10807,29,Al Green,spotify:track:0ljHsOb577CyMZqgQi6hoh,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Let's Get Married,spotify:album:3JzBgkWUcXh4a0fVUkkacJ,203320,Greatest Hits,Blues
10808,30,Tony Troutman,spotify:track:3t1UOiIxUbcwUCghJFa9lK,spotify:artist:6aFIVlqo9gap4EEV5wICKK,Your Man Is Home Tonight,spotify:album:6F7Yj47AGAsEIDAoz0W0VH,246346,Your Man Is Home Tonight - Single,Blues
10809,31,Bobby Rush,spotify:track:26ojXzll8VUEHY148hGptB,spotify:artist:7LdFlcnzWpySPKngmFCnLi,I'm Tired Of That Who Said Mess,spotify:album:0vqdYTCHFGxksOVHEW7fhV,272000,Night Fishin,Blues
10810,32,Johnnie Taylor,spotify:track:25bUh8u6oQrfJad0dGW4cC,spotify:artist:4OGuNAnRFWZOgOA2d51taz,Stop Doggin' Me,spotify:album:1QMVI7vXJxC2f4R65Mu1zd,251933,Chronicle: The 20 Greatest Hits,Blues
10811,33,James Payne,spotify:track:2J15PPaHQZrOnxCc2Pi9vr,spotify:artist:6hRpBI0sqoXHlhptoiqkDj,Crazy Bout You,spotify:album:2iT3YXLWYiNPXDzYGGoieZ,256680,Crazy Bout You,Blues
10812,34,Johnnie Taylor,spotify:track:6KmnejQFYdWUVUJh6zwEce,spotify:artist:4OGuNAnRFWZOgOA2d51taz,I Found a Love,spotify:album:7DOgbrUVILzskkQmqNpuZE,278933,In Control,Blues
10813,35,Willie Clayton,spotify:track:3cDHC7RFgsbfbw245hxrCg,spotify:artist:5YtfmlJnLT6TR7kiBKqNhj,I Love Me Some You,spotify:album:3yxZWlLeBzYpMZfHcGAIU7,324106,The Last Man Standing,Blues
10814,36,Tyrone Davis,spotify:track:1ED87KotKtaIilIWKsYYc5,spotify:artist:76agLI5oSCFbmZnBqKcBJd,In the Mood,spotify:album:6kgey115LDvvxTjb3p39Rg,249613,In the Mood with Tyrone Davis (Expanded Edition),Blues
10815,37,Tyrone Davis,spotify:track:6T7LTPOm4ZXezSs3bSGiGT,spotify:artist:76agLI5oSCFbmZnBqKcBJd,Without You in My Life,spotify:album:4Ihma02Nfs0vk2XVWJVqgW,199333,Without You in My Life,Blues
10816,38,Jimmie Ja,spotify:track:26N0HaZQRs5wHBSGES8Eku,spotify:artist:7CqJPV6g34N1X4elY8KZxh,You Got It Going On,spotify:album:0m1V6jbhDjUUPpoaPUwcAG,265039,You Got It Going On,Blues
10817,39,Jimmie Ja,spotify:track:0Ia4Nq8pLcJAfoQRtHIYAQ,spotify:artist:7CqJPV6g34N1X4elY8KZxh,Good Loving,spotify:album:1SvoJZx2jKov1MzzyZtCsw,188422,Time to Shine,Blues
10818,40,Willie Clayton,spotify:track:2l0Fp4ScDE522wyVx7IqXV,spotify:artist:5YtfmlJnLT6TR7kiBKqNhj,Three People,spotify:album:46p78Q5ENjWWWPpcV0ULDe,254186,My Tyme,Blues
10819,0,Slipknot,spotify:track:5hheGdf1cb4rK0FNiedCfK,spotify:artist:05fG473iIaoy82BF1aGhL8,The Devil In I,spotify:album:0ApKaazNHf0gzjAYZauexq,342821,.5: The Gray Chapter,pump
10820,1,Midnight Oil,spotify:track:0XHGKdViVybbZKqEZ2tXqV,spotify:artist:72KyoXzp0NOQij6OcmZUxk,Beds Are Burning,spotify:album:50uAGUoLjDf15dcmP8xsqK,254626,Diesel And Dust,pump
10821,2,Van Halen,spotify:track:3KhF2YiNpJvGpfiCW45R6D,spotify:artist:2cnMpRsOVqtPMfq7YiFE6K,Runnin' With The Devil - 2015 Remastered Version,spotify:album:7DdEbYFPKTZ8KB4z6L4UnQ,214960,Van Halen,pump
10822,3,ZZ Top,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,spotify:artist:2AM4ilv6UzW0uMRuqKtDgN,Sharp Dressed Man - 2008 Remastered Version,spotify:album:5LMGAYhn2ywaxGZdtmXGpw,258026,Eliminator,pump
10823,4,System Of A Down,spotify:track:7n6vyaZQ5ZOBSY7B0Gjtym,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,X,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,118160,Toxicity,pump
10824,5,System Of A Down,spotify:track:6tKEKKx2FV8CLjqNSWXE1F,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Science,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,162666,Toxicity,pump
10825,6,System Of A Down,spotify:track:3n4r8cWLwYn5YZEJmh3P90,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Shimmy,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,110800,Toxicity,pump
10826,7,System Of A Down,spotify:track:3CRJejj8NYof49cz6756pU,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Forest,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,240106,Toxicity,pump
10827,8,System Of A Down,spotify:track:69y8JXal4LDOxYGNIfgzOe,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Needles,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,193573,Toxicity,pump
10828,9,System Of A Down,spotify:track:1wGRSG94dLt8fIZWhR3rGG,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Sad Statue,spotify:album:0cn6MHyx4YuZauaB7Pb66o,205800,Mezmerize,pump
10829,10,System Of A Down,spotify:track:7m6jkjeqackwEhecoP45bA,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Deer Dance,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,174933,Toxicity,pump
10830,11,System Of A Down,spotify:track:6ATfHxDPIuzSAmvBMjxwJM,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Prison Song,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,201160,Toxicity,pump
10831,12,System Of A Down,spotify:track:0GrHWVTDsaWcD4nrCGr7VE,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Lost In Hollywood,spotify:album:0cn6MHyx4YuZauaB7Pb66o,320693,Mezmerize,pump
10832,13,System Of A Down,spotify:track:1twBt7aZiy7HWPG025QGuP,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Aerials,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,235599,Toxicity,pump
10833,14,System Of A Down,spotify:track:4xBHZ2Mr0gCdFYXrPZuYXO,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Lonely Day,spotify:album:1UeOoLhpWzpuM5cWQsbCXg,167906,Hypnotize,pump
10834,15,System Of A Down,spotify:track:7MeXwzhSDGfqNfuFANgzVC,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,Toxicity,spotify:album:4DR0GWo7w2GJyQnFVa4jAB,218933,Toxicity,pump
10835,16,System Of A Down,spotify:track:0EYOdF5FCkgOJJla8DI2Md,spotify:artist:5eAWCfyUhZtHHtBdNk56l1,B.Y.O.B.,spotify:album:0cn6MHyx4YuZauaB7Pb66o,255466,Mezmerize,pump
10836,17,A Day To Remember,spotify:track:7F0IyFNW54CrTQ4c9hCc9S,spotify:artist:4NiJW4q9ichVqL1aUsgGAN,A Shot In the Dark,spotify:album:1tVzHnNzqvnpUgeThbHJF7,232080,For Those Who Have Heart Re-Issue,pump
10837,18,The Black Keys,spotify:track:0grFc6klR3hxoHLcgCYsF4,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,Howlin' For You,spotify:album:7qE6RXYyz5kj5Tll7mJU0v,191800,Brothers,pump
10838,19,Roy Jones Jr.,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,spotify:artist:5K6YsAKuRtcczPgxAdzc3B,Can't Be Touched (feat. Mr. Magic & Trouble),spotify:album:5VcOoSq5hMQb3bNa0sBKOe,214400,"Body Head Bangerz, Vol. 1",pump
10839,20,Eminem,spotify:track:6KqKg8IPuvtDB3PNAvffFf,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Shake That,spotify:album:71xFWYFtiHC8eP99QB30AA,274440,Curtain Call,pump
10840,21,Kendrick Lamar,spotify:track:7Ks4VCY1wFebnOdJrM13t6,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Wesley's Theory,spotify:album:7ycBtnsMtyVbbwTfJwRjSP,287360,To Pimp A Butterfly,pump
10841,22,All That Remains,spotify:track:0XT70Wk9pP8JZkmJhfntuL,spotify:artist:2zgG1GPDvjaBgxeQaVXI14,Two Weeks,spotify:album:5Idfe5SehEAZ9uyv9fSKu1,257346,Overcome,pump
10842,23,Five Finger Death Punch,spotify:track:3kIUfM6UvDTKfQqIhmV7El,spotify:artist:5t28BP42x2axFnqOOMg3CM,Wrong Side Of Heaven,spotify:album:2a2UTZzvy4AA68SdiF6hw8,271000,The Wrong Side Of Heaven & The Righteous Side Of Hell,pump
10843,24,Iron Maiden,spotify:track:5lSbdSQAWAMjAcJDJPFGQr,spotify:artist:6mdiAmATAx73kdxrNrnlao,Aces High - 1998 Remastered Version,spotify:album:4hFcwazEjeg3gJEu0AuxM7,269466,Powerslave,pump
10844,25,Metallica,spotify:track:5fw155BcK86PwD3obrSraP,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Wherever I May Roam,spotify:album:3A4zAmE5c4dUAAqEJz6hCH,403866,Metallica,pump
10845,26,Metallica,spotify:track:01ICFoBoco3TaM5r3HthXy,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Master Of Puppets,spotify:album:0cmQxbV8TsbNshzBjfCAO5,515386,Master Of Puppets,pump
10846,27,Iron Maiden,spotify:track:2JS1iE5A5RHvUPH5Zl9jlF,spotify:artist:6mdiAmATAx73kdxrNrnlao,Run to the Hills - 1998 Remastered Version,spotify:album:6q5MEna6Fg46powSoeZJe3,233960,The Number Of The Beast,pump
10847,28,Metallica,spotify:track:1bdXMstfxFWYSkEFTnJMoN,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Enter Sandman,spotify:album:3A4zAmE5c4dUAAqEJz6hCH,331266,Metallica,pump
10848,29,Pink Floyd,spotify:track:4gMgiXfqyzZLMhsksGmbQV,spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,"Another Brick in the Wall, Pt. 2",spotify:album:5Dbax7G8SWrP9xyzkOvy2F,238746,The Wall,pump
10849,30,Scorpions,spotify:track:0XIvZ82aDF7JiSi3ZE320u,spotify:artist:27T030eWyCQRmDyuvr1kxY,Rock You Like A Hurricane,spotify:album:6d4dgGamepehj0WwsYXTKi,252493,Love At First Sting,pump
10850,31,G. Point Allstars,spotify:track:66Bm1WpI1NdUc25JGVZef2,spotify:artist:2yJhJ2UTYkmTloitfxDeBo,Juke Box Hero,spotify:album:3SjMlqNt9w4y44eBQbr3Fd,242075,All Time Hits,pump
10851,32,Five Finger Death Punch,spotify:track:6lq2Md99XWG4TnVNP9cNm0,spotify:artist:5t28BP42x2axFnqOOMg3CM,Bad Company,spotify:album:4aIx6pCN1TFYnonqlUGXY6,262440,War Is The Answer,pump
10852,33,Five Finger Death Punch,spotify:track:7a0cTaOTd6wvZ9u0emFze4,spotify:artist:5t28BP42x2axFnqOOMg3CM,No Sudden Movement,spotify:album:6BNz3kTKk1A8z4Os0ZmFXf,201096,Got Your Six,pump
10853,34,Mötley Crüe,spotify:track:4lt3cXW4RkvkHRG4x3K3P4,spotify:artist:0cc6vw3VN8YlIcvr1v7tBL,Kickstart My Heart,spotify:album:3RhyN522lhBDZSbi7Axl9z,282653,Dr. Feel Good,pump
10854,35,Mötley Crüe,spotify:track:54Eo3yEOIsqcR9vzNVmvay,spotify:artist:0cc6vw3VN8YlIcvr1v7tBL,"Girls, Girls, Girls",spotify:album:5P7yRHntDpa9AdRcO0ZaAc,270533,"Girls, Girls, Girls",pump
10855,36,Tenacious D,spotify:track:56BNLFLPUL9NtIoxuC6dCQ,spotify:artist:1XpDYCrUJnvCo9Ez6yeMWh,Master Exploder,spotify:album:3tYcwViLCWsT1ssa5p7V7A,144800,The Pick Of Destiny,pump
10856,37,Avenged Sevenfold,spotify:track:1fQaoh3imrMunWVZh5kf90,spotify:artist:0nmQIMXWTXfhgOBdNzhGOs,Shepherd of Fire,spotify:album:0ks45m1bsP2JsZpM5D2FFA,323800,Hail to the King,pump
10857,38,Rammstein,spotify:track:3cwDSDzTiWr5H5xMQhQ6Mx,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Du hast,spotify:album:6f4dhaPfZqf2JXewAvE4gq,234226,Sehnsucht,pump
10858,39,Rammstein,spotify:track:0HpMvhmhBnRBJ9iocNl16t,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,AMERIKA,spotify:album:1mQhLUn2iLZuQQICaBc1q4,226760,"REISE, REISE",pump
10859,40,Rammstein,spotify:track:0zRaqTJoa20oc8Wqe5SDv6,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Seemann,spotify:album:4vftQvVbCKBHjhJEDej5Hb,288173,Herzeleid,pump
10860,41,Rammstein,spotify:track:35OOosZ9qzXNIcnAQaoQc5,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Du riechst so gut,spotify:album:4vftQvVbCKBHjhJEDej5Hb,289266,Herzeleid,pump
10861,42,Rammstein,spotify:track:4L58FgCh0T0WNG0UIqxK4E,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Engel,spotify:album:6f4dhaPfZqf2JXewAvE4gq,264266,Sehnsucht,pump
10862,43,Rammstein,spotify:track:4nmEFKvwVwTXAn5N2F12oj,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Bück dich,spotify:album:6f4dhaPfZqf2JXewAvE4gq,201533,Sehnsucht,pump
10863,44,Rammstein,spotify:track:076PFJLxSpuW8RBg8ub4Qj,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Alter Mann,spotify:album:6f4dhaPfZqf2JXewAvE4gq,262706,Sehnsucht,pump
10864,45,Rammstein,spotify:track:7lI4CE7mlyYyrPTMHzLF1x,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Mein Herz brennt,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,279893,Mutter,pump
10865,46,Rammstein,spotify:track:5siM4eG36axvG3alLNnsAx,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Sonne,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,272440,Mutter,pump
10866,47,Rammstein,spotify:track:14NwRQ6fnnoSfjeaHRZqz1,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Ich will,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,217106,Mutter,pump
10867,48,Rammstein,spotify:track:634JArk1AoXtts5DVdd4p2,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Feuer frei!,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,188600,Mutter,pump
10868,49,Rammstein,spotify:track:59RR3auWejkJ6nk2jtHr6s,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,Mutter,spotify:album:2tHCY2fDMi0NqeGZcAxNSc,268600,Mutter,pump
10869,50,Rammstein,spotify:track:2ZIllZ6evK7wCnul8qylKl,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,"REISE, REISE",spotify:album:1mQhLUn2iLZuQQICaBc1q4,251146,"REISE, REISE",pump
10870,51,Rammstein,spotify:track:4Hp6GJYHQxhb3OyFicO79j,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,MEIN TEIL,spotify:album:1mQhLUn2iLZuQQICaBc1q4,272413,"REISE, REISE",pump
10871,52,Rammstein,spotify:track:4WxYhNiwUubKHXRFz4uY7z,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,KEINE LUST,spotify:album:1mQhLUn2iLZuQQICaBc1q4,222933,"REISE, REISE",pump
10872,53,Rammstein,spotify:track:5UMob1ZBQs0O3yKVzxmXy3,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,ROSENROT,spotify:album:5MTyfGaIlEA6loVhZnckoJ,234706,ROSENROT,pump
10873,54,Rammstein,spotify:track:4hOsn7px0a1wf6lNRQEkXb,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,TE QUIERO PUTA!,spotify:album:5MTyfGaIlEA6loVhZnckoJ,235626,ROSENROT,pump
10874,55,Rammstein,spotify:track:6ey8jr96hlSORKyeJk9d8d,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,WAIDMANNS HEIL,spotify:album:2AAZl2wcC1hHpP4vMSpJxf,212800,LIEBE IST FÜR ALLE DA,pump
10875,56,Rammstein,spotify:track:3crVlsyXyP4a9HD5WHE8Ri,spotify:artist:6wWVKhxIU2cEi0K81v7HvP,PUSSY,spotify:album:2AAZl2wcC1hHpP4vMSpJxf,239080,LIEBE IST FÜR ALLE DA,pump
10876,57,Lindemann,spotify:track:3CcUg476efrpBVdhrGUWtd,spotify:artist:65A714FqhSPjoFZeffQbTv,Fish On,spotify:album:0koBPzLDxkhwKrKb3JmJ9n,252293,Skills In Pills,pump
10877,58,Lindemann,spotify:track:1IHCEJ8tsYLYy7n65C0CVe,spotify:artist:65A714FqhSPjoFZeffQbTv,Praise Abort,spotify:album:0koBPzLDxkhwKrKb3JmJ9n,281826,Skills In Pills,pump
10878,59,Lindemann,spotify:track:3F6gZKxRgEZqaPaRktFPA4,spotify:artist:65A714FqhSPjoFZeffQbTv,Golden Shower,spotify:album:0koBPzLDxkhwKrKb3JmJ9n,264266,Skills In Pills,pump
10879,60,Lindemann,spotify:track:4Dwa4xaoQBHqHH0aY4kGqK,spotify:artist:65A714FqhSPjoFZeffQbTv,Yukon,spotify:album:0koBPzLDxkhwKrKb3JmJ9n,285146,Skills In Pills,pump
10880,0,Drake,spotify:track:6V2D8Lls36APk0THDjBDfE,spotify:artist:3TVXtAsR1Inumwj472S9r4,Started From the Bottom,spotify:album:2gXTTQ713nCELgPOS0qWyt,174133,Nothing Was The Same,volleyball playlist 
10881,1,Mike WiLL Made-It,spotify:track:1XHjU0TGIgl5lMFKAF25Y3,spotify:artist:0NWbwDZY1VkRqFafuQm6wk,23,spotify:album:7Dx0pz51iSbIcbwHqLNjG4,252520,23,volleyball playlist 
10882,2,Desiigner,spotify:track:6r2jK1A6oFRPREZfxjc5d1,spotify:artist:7pFeBzX627ff0VnN6bxPR4,Panda,spotify:album:5IsgYV9pQmqSTgR9i17Fnk,226520,Panda,volleyball playlist 
10883,3,Big Sean,spotify:track:0SGkqnVQo9KPytSri1H6cF,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Bounce Back,spotify:album:0XAIjjN5qxViVS0Y5fYkar,222360,I Decided.,volleyball playlist 
10884,4,Migos,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Bad and Boujee (feat. Lil Uzi Vert),spotify:album:2AvupjUeMnSffKEV05x222,343150,Culture,volleyball playlist 
10885,5,Future,spotify:track:6dVZCbi9CYtD9LjAHXRjIG,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Mask Off - Remix,spotify:album:17FBoXK1NU2rvJBbzdzw0r,258426,FUTURE,volleyball playlist 
10886,6,Migos,spotify:track:6eBrlbv2HMYcldwjoMWIrC,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Pipe It Up,spotify:album:0sv4nM5FtA8Y3DrvG4CXH8,206266,Yung Rich Nation,volleyball playlist 
10887,7,Fat Joe,spotify:track:7Ezwtgfw7khBrpvaNPtMoT,spotify:artist:3ScY9CQxNLQei8Umvpx5g6,All The Way Up,spotify:album:1hyd7RYmR54Elg3MhZzXJW,191900,Plata O Plomo,volleyball playlist 
10888,8,Kendrick Lamar,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,HUMBLE.,spotify:album:4eLPsYPBmXABThSJ821sqY,177000,DAMN.,volleyball playlist 
10889,9,Drake,spotify:track:27GmP9AWRs744SzKcpJsTZ,spotify:artist:3TVXtAsR1Inumwj472S9r4,Jumpman,spotify:album:1ozpmkWcCHwsQ4QTnxOOdT,205879,What A Time To Be Alive,volleyball playlist 
10890,10,The Game,spotify:track:24b20V609aI0WJ8LyxR8qx,spotify:artist:0NbfKEOTQCcwd6o7wSDOHI,The Game & Skrillex: El Chapo,spotify:album:19tRwHQ4ZoKnwa1S8zB041,220078,The Documentary 2.5,volleyball playlist 
10891,11,T.I.,spotify:track:5cS9jJbwirKrdDIbbAExUz,spotify:artist:4OBJLual30L7gRl5UkeRcT,About the Money,spotify:album:5S39sWIHkhd8jxdUelQxXF,269640,Paperwork,volleyball playlist 
10892,12,Migos,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Slippery (feat. Gucci Mane),spotify:album:2AvupjUeMnSffKEV05x222,304041,Culture,volleyball playlist 
10893,13,2 Chainz,spotify:track:22DKsoYFV5npPXmnPpXL7i,spotify:artist:17lzZA2AlOHwCwFALHttmp,Watch Out,spotify:album:1DnLeDyEWJqfJSJVHQaaSo,207813,Watch Out,volleyball playlist 
10894,14,Kodak Black,spotify:track:2Q6BoynOBtVmQcKzkNZkg3,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,No Flockin,spotify:album:4jdGBP2hkODEo9ClTURJJz,165888,No Flockin,volleyball playlist 
10895,15,DJ Esco,spotify:track:5oyUurs28XRagLa8lgm6V3,spotify:artist:2J0JN7EFN10G1Tty6hX0AN,Too Much Sauce,spotify:album:1pwl3JoaTkC10tQkodV4CN,223093,Too Much Sauce,volleyball playlist 
10896,16,Wiz Khalifa,spotify:track:1ms5tNNdPouTtcD2oVF9Oz,spotify:artist:137W8MRPWKqSmrBGDBFSop,"Work Hard, Play Hard",spotify:album:5S4SuPHbaozi5PDedAONTG,219026,O.N.I.F.C.,volleyball playlist 
10897,17,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,XO TOUR Llif3,spotify:album:733e1ZfktLSwj96X5rsMeE,182706,Luv Is Rage 2,volleyball playlist 
10898,18,Rae Sremmurd,spotify:track:4scpF6J5uMBvoh6sFB7EL1,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,No Type,spotify:album:6eDx949ONWDCN0O22wFZf7,200080,SremmLife,volleyball playlist 
10899,19,Bobby Shmurda,spotify:track:19gEmPjfqSZT0ulDRfjl0m,spotify:artist:34Y0ldeyUv7jBvukWOGASO,Hot N*gga,spotify:album:5ptl9Sheh9eWaogxFOZ3PV,194561,Hot N*gga,volleyball playlist 
10900,20,Young M.A,spotify:track:7JYsArznYOjX2jsrT3UEnL,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,OOOUUU,spotify:album:23Fvpx2T1drg9lJ4WC0fXl,234649,Herstory,volleyball playlist 
10901,21,Drake,spotify:track:6BdgtqiV3oXNqBikezwdvC,spotify:artist:3TVXtAsR1Inumwj472S9r4,Over,spotify:album:6jlrjFR9mJV3jd1IPSplXU,233560,Thank Me Later,volleyball playlist 
10902,22,Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Stronger,spotify:album:3SZr5Pco2oqKFORCP3WNj9,311866,Graduation,volleyball playlist 
10903,23,Travis Scott,spotify:track:1yxgsra98r3qAtxqiGZPiX,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Butterfly Effect,spotify:album:4fOw7xSDwqb58Z2Qia5j81,190677,Butterfly Effect,volleyball playlist 
10904,24,T.I.,spotify:track:3CcvahnsiArpTHYQEWV2Au,spotify:artist:4OBJLual30L7gRl5UkeRcT,Bring Em Out,spotify:album:1oFucub5OjyG4XPsDUzhil,216706,Urban Legend,volleyball playlist 
10905,25,Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Stronger,spotify:album:3SZr5Pco2oqKFORCP3WNj9,311866,Graduation,volleyball playlist 
10906,26,Rihanna,spotify:track:14WWzenpaEgQZlqPq2nk4v,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Work,spotify:album:2JNVoEx4psIgNQyEExwQVn,219320,ANTI,volleyball playlist 
10907,27,Drake,spotify:track:6UjfByV1lDLW0SOVQA4NAi,spotify:artist:3TVXtAsR1Inumwj472S9r4,Gyalchester,spotify:album:1lXY618HWkwYKJWBRYR4MK,189229,More Life,volleyball playlist 
10908,28,A$AP Ferg,spotify:track:6fjEIvj8RTnUJ645n1YCGQ,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,Work REMIX,spotify:album:6JOK5dihBX5lqHmxPzlOrZ,236013,Trap Lord,volleyball playlist 
10909,29,Fetty Wap,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,Again,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw,312240,Fetty Wap,volleyball playlist 
10910,30,Post Malone,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,spotify:artist:246dkjvS1zLTtiykXe5h60,Congratulations,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,220293,Stoney,volleyball playlist 
10911,31,Chris Brown,spotify:track:2bEvCSQQha48I5ZQUCvLzP,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Love More,spotify:album:4yOWnTrCkOOpl4IiVnpj3H,189640,X (Deluxe Version),volleyball playlist 
